Node,Community,Name
590,1.0,T_160502_9_7_complemented
591,2.0,T_160502_9_8_complemented
592,4.0,T_160502_10_1
593,0.0,T_160502_11_1
594,0.0,T_160502_12_1
595,2.0,T_160502_16_1
596,0.0,T_160502_16_2
598,4.0,T_160510_Image7_Stitch_1
599,5.0,T_160510_Image7_Stitch_2
600,2.0,T_160510_Image_3_Stitch_1
601,0.0,T_160510_Image_5_Stitch_1
602,5.0,T_160518_1
603,4.0,T_160518_2_1
604,2.0,T_160518_2_2
605,3.0,T_160518_3_1
606,4.0,T_160518_5_1
607,2.0,T_160518_6_1_corrected
608,0.0,T_160518_6_2
609,5.0,T_160518_6_3
610,3.0,T_160518_6_4
611,2.0,T_160518_6_5
612,0.0,T_160518_8_1
613,1.0,T_160518_8_2
614,1.0,T_160518_8_3
